Geneid, SR10,SR09,SR18,SR13,SR16,SR07,SR17,SR14,SR15,SR12
100126333,0,0,0,0,0,0,0,0,0,0
100847000,0,0,0,0,0,0,0,0,0,0
101928944,0,0,0,0,0,0,0,0,0,0
101928989,0,0,0,0,1,1,0,0,0,0
100422823,0,0,0,0,0,0,0,0,0,0
220382,10,14,164,5,13,5,1,5,3,32
5547,2819,1685,4369,1340,3070,1937,2885,2653,1458,2757
220042,111,95,57,77,103,77,395,42,3,40
27314,350,211,354,309,216,197,200,392,221,203
100379250,0,0,0,0,0,0,0,0,0,0
100506233,68,95,72,85,38,85,191,60,60,30
51585,1019,728,990,928,775,1293,1095,1034,506,599
338699,635,491,756,522,607,500,507,703,418,385
60492,859,1271,897,677,981,1004,1171,879,489,950
1740,942,14,577,1074,1339,357,31,1163,319,1426
55863,524,651,729,618,672,618,483,520,355,594
84233,355,422,338,260,234,283,534,382,217,302
58487,1292,715,1320,1587,1025,1542,2010,815,444,782
220388,152,58,119,140,180,147,122,193,100,32
54843,887,452,515,212,3767,165,149,1374,870,9793
220047,0,0,0,0,4,0,0,0,0,2
8301,3844,8236,5890,4131,7153,7102,3967,5328,2935,6380
8726,383,549,512,415,512,504,531,414,204,340
102465452,0,0,0,0,0,0,0,0,0,0
51501,468,564,516,349,393,533,509,410,301,454
60494,14,26,9,30,6,13,15,29,22,26
10873,277,182,380,244,180,282,166,409,216,391
11098,900,1327,395,1054,1314,3573,1124,3547,1331,5170
8587,0,0,0,0,0,0,0,0,0,0
8322,473,174,1257,780,63,466,1261,471,349,1073
100506368,9,9,9,14,0,7,29,8,3,3
65084,321,281,353,314,183,378,393,217,129,287
23682,715,42,115,439,189,71,45,576,629,221
100423040,0,0,0,0,0,0,0,0,0,0
1075,6883,12531,6110,11195,4042,4152,5520,12640,7797,4723
100873989,0,0,0,0,0,0,1,0,1,0
2915,0,2,0,0,0,0,0,3,0,0
100873753,0,0,0,0,0,0,0,0,0,0
7299,0,0,0,0,0,0,0,0,0,0
50507,36,5,16,2,7,7,9,19,6,7
219595,2,7,6,0,0,1,0,1,0,0
390231,0,0,0,0,0,0,0,0,0,0
57093,0,0,0,0,0,0,0,0,0,0
105369176,0,0,0,0,0,0,0,0,0,0
642446,0,0,0,0,0,0,0,0,0,0
399939,0,0,0,0,0,0,0,0,0,0
729384,0,0,0,0,0,0,0,0,0,0
120146,0,0,0,0,0,0,0,0,0,0
642569,0,0,0,0,0,0,0,0,0,0
642612,0,0,0,0,0,0,0,0,0,0
105378955,0,0,0,0,0,0,0,0,0,0
642623,0,0,0,0,0,0,0,0,0,0
10003,515,17,63,310,1,57,47,135,215,23
26973,287,603,362,339,270,643,411,353,137,259
101929222,0,6,0,0,10,0,1,0,2,1
100616186,0,0,0,0,0,0,0,0,0,0
100302228,0,0,0,0,0,0,0,0,0,0
120114,390,0,913,249,21,2424,1,13,5,194
4544,1,0,0,0,0,0,0,0,0,0
120103,130,85,127,97,62,264,97,98,64,79
105369447,0,0,0,0,0,1,1,0,0,0
159989,88,4,47,52,29,46,0,118,39,19
56935,219,76,186,154,95,77,40,126,78,62
85459,546,486,535,505,331,636,1220,537,227,291
619383,4,3,3,3,6,7,11,1,4,2
684959,5,0,9,6,3,3,18,4,5,4
692063,4,1,4,7,3,6,8,4,1,5
692075,2,0,1,6,1,0,2,0,0,0
677792,2,0,0,3,0,0,6,1,1,0
654320,12,6,13,20,9,8,18,11,14,17
692072,6,2,5,8,5,4,9,7,1,7
677805,13,8,8,7,11,10,14,5,2,11
100302240,5,2,7,9,1,2,10,1,2,3
677822,12,5,5,13,9,9,21,11,4,6
79101,310,354,236,267,168,435,1950,181,96,218
28970,609,599,658,667,329,555,543,620,284,499
9440,657,612,858,666,524,779,925,572,311,369
387804,6,0,0,0,0,2,4,0,0,0
341208,2,19,2,5,19,5,25,3,3,4
24145,1158,1726,2157,1000,1873,840,1032,786,451,783
390243,0,1,1,0,0,0,0,0,0,0
10888,1,2,0,0,2,2,7,0,0,0
4361,397,346,341,324,383,425,899,388,197,282
100302275,0,0,0,0,0,1,0,0,0,0
54851,195,222,300,272,135,262,346,164,95,119
643037,0,0,0,0,0,1,0,0,4,1
2526,933,407,693,378,270,388,499,396,296,179
143689,479,16,211,118,35,201,91,181,209,87
154810,7786,1618,3625,3541,1142,2338,2171,5850,3206,3945
51503,937,1156,1264,910,1140,920,1540,882,653,969
55693,89,36,43,57,315,44,198,39,32,64
390245,0,3,0,0,5,1,0,0,1,5
10929,1313,889,1380,1082,6003,977,913,1055,656,979
23052,1435,926,948,891,2837,697,659,879,699,1506
101929295,6,0,2,5,0,3,4,4,2,1
143686,3098,281,1268,1616,1589,1367,1325,3342,1915,3425
100129203,32,6,19,31,7,20,56,31,13,35
143684,266,155,214,269,118,331,525,150,100,162
9702,720,787,775,715,557,1154,1713,701,398,664
8898,1155,1083,1526,1362,1076,1540,1382,1592,937,968
84441,834,3262,2074,1699,1240,2843,2254,756,323,919
100422991,0,0,0,0,0,0,0,0,0,0
79780,506,424,505,495,436,650,745,486,295,279
8690,399,384,342,295,358,452,562,290,170,220
100874053,0,1,0,0,0,0,0,0,0,0
53942,1,0,0,0,0,2,0,0,0,0
143872,173,84,25,43,108,129,271,216,302,138
83935,46,32,7,15,44,41,121,74,114,42
5241,677,0,7,24,1,21,1,589,231,8
101054525,9,0,0,1,0,0,0,4,4,0
7225,42,11,7,1,5,6,9,42,7,3
100500823,0,0,0,0,0,0,0,0,0,0
253935,0,9,1,8,3,2,0,3,2,8
57562,429,349,567,1108,435,538,24,795,296,238
85016,161,169,50,119,969,879,16,221,124,415
10413,1767,4185,2546,3932,4571,5519,4048,1736,815,3077
330,756,1111,709,1114,87,300,412,581,486,297
329,1041,820,853,1059,554,1011,995,891,550,379
114908,2856,5420,3606,3339,2517,3526,4390,2453,1526,2951
102723838,0,0,0,0,0,0,0,0,0,1
4316,0,0,1,0,0,1,25,0,1,0
9313,0,1,0,0,0,0,0,0,0,0
64066,0,20,0,1,0,0,154,4,0,1
4317,0,2,1,0,1,0,29,1,0,0
4319,140,1818,12,53,32,4,56,93,23,38
100288077,35,355,125,70,84,1,114,3,33,87
4312,588,9749,1279,956,25,393,527,1804,870,139
4314,0,13,3,13,5,19,344,0,1,74
4321,0,3,19,6,5,128,547,1,15,5
4322,0,0,0,0,2,0,6,0,0,0
84259,468,500,455,372,458,452,735,535,288,394
79659,970,566,1121,942,514,582,1216,1244,675,596
100616457,0,0,0,0,0,0,0,0,0,0
80310,2416,25,751,503,92,72,39,2372,205,88
414301,0,0,0,0,0,0,0,0,0,0
102465752,0,0,0,0,0,0,0,0,0,0
102723895,2,0,2,0,0,0,0,2,0,1
100506742,125,24,138,97,17,21,3,63,10,24
643733,388,46,693,587,8,37,10,132,108,88
837,1270,1892,2411,1857,595,819,627,768,637,669
838,12,23,8,5,1,4,19,7,6,3
834,1937,1659,2827,1798,111,426,462,1112,733,401
114769,337,650,422,899,22,123,137,355,153,99
440068,4,6,6,11,4,2,0,0,1,4
59082,0,0,0,0,1,0,0,0,0,0
2893,6,4,2,2,0,2,4,1,8,20
84437,708,679,686,470,774,840,527,525,282,423
143879,199,108,190,134,119,125,73,239,131,81
60496,980,927,1009,654,823,824,1135,714,365,407
101928535,0,0,0,0,0,0,0,0,0,0
2977,134,28,827,14,13,123,908,40,32,11
143884,534,407,701,465,896,439,651,476,245,293
91801,327,288,340,260,304,235,305,353,217,257
55531,0,0,0,2,1,2,1,1,1,1
643923,0,0,0,0,0,0,0,0,0,0
6588,0,0,0,0,0,0,0,0,0,0
54733,181,769,697,156,51,768,1951,37,16,54
54734,9,22,17,45,3,22,32,17,6,5
8065,1702,5108,2581,1792,4873,2528,1093,3921,2157,2290
38,1503,1536,1694,1214,767,2282,1575,1657,1035,1597
4863,467,472,720,450,409,896,541,381,206,425
472,2068,1416,2067,1678,1100,2396,1700,1925,948,1619
160140,16,29,14,9,7,14,20,17,10,23
143888,2651,3129,1648,1176,1353,2320,2885,1530,835,1928
23086,8,88,121,51,24,22,3,11,5,73
1662,630,829,570,383,570,561,965,489,341,545
399947,0,1,0,0,0,1,0,0,0,0
85463,269,235,319,262,156,285,57,276,144,156
5962,2712,3105,3034,2135,1882,3372,2332,2595,1502,1563
2230,200,423,317,201,271,365,285,228,163,145
57569,212,101,91,100,85,257,23,25,13,170
341032,0,1,0,0,0,0,0,0,0,0
399948,9,42,0,0,154,32,3,0,29,3
120376,13,15,0,1,34,22,4,2,15,3
100616330,0,0,0,0,0,0,0,0,0,0
5450,3,31,7,6,2,0,2,5,18,20
54766,0,0,0,0,5,5,0,0,0,0
100132078,1,0,0,0,0,0,0,0,0,0
644277,0,0,0,0,0,0,0,0,0,0
407041,0,0,0,0,0,0,0,0,0,0
407042,0,0,0,0,0,0,0,0,0,0
399949,0,6,0,0,0,3,1,0,0,0
143903,1248,277,54,20,68,118,570,26,31,40
23235,4633,2971,1291,2199,1199,1250,1031,2381,1539,1426
5519,5720,1579,944,1479,510,581,728,2192,1315,610
79796,4862,601,636,506,549,723,1028,554,423,473
91893,116,64,105,78,97,114,141,135,77,82
64776,276,991,468,357,539,465,748,342,272,853
1410,12,34,484,471,37,18,108,681,170,136
100528019,0,0,0,1,0,0,0,0,0,0
3316,3,2,43,76,4,2,10,126,21,26
91894,0,0,0,0,0,0,0,0,0,0
85458,705,613,1082,1617,195,466,913,1680,795,573
1737,740,753,775,578,649,1148,863,704,452,824
120379,40,34,25,38,35,68,53,57,45,57
55216,719,1064,800,726,597,840,1199,805,466,418
26521,744,1029,549,541,450,495,802,636,522,494
6392,1026,1491,892,839,626,1579,914,956,613,1191
3606,64,50,140,109,22,8,29,49,41,23
56158,0,0,2,1,0,1,2,1,0,2
83875,100,69,77,150,50,90,9,113,97,110
5805,247,233,369,249,143,241,375,353,234,162
349633,0,0,0,0,0,0,2,0,0,0
283140,5,7,4,10,3,3,13,2,14,3
101928823,0,0,0,0,0,0,0,0,0,0
387810,0,1,0,0,0,0,0,0,0,0
101928847,4,0,1,2,0,0,0,2,3,0
4684,551,20,170,414,2,37,17,76,971,45
100288346,0,0,0,1,0,0,0,0,1,0
54970,473,178,878,484,70,327,319,254,423,171
255239,3,16,3,8,1,2,19,3,1,3
1813,2,0,1,1,0,0,1,0,0,0
100422855,0,0,0,0,0,0,0,0,0,0
80975,4,2,13,7,1,6,30,2,2,2
9183,410,407,537,414,373,488,711,356,230,252
644672,0,0,0,0,0,0,0,0,0,0
57646,904,974,824,996,758,1414,1166,676,497,414
9177,0,0,0,0,0,0,0,0,0,0
3359,1,2,1,6,0,0,2,6,4,0
7704,784,367,312,966,159,1202,205,113,82,614
4837,6147,931,3751,1235,4978,151,381,4742,967,112
101928940,3,0,0,0,0,0,0,1,1,0
54494,172,354,113,186,282,308,371,168,130,210
10179,453,581,578,436,396,675,674,411,222,251
25996,1123,966,1885,1309,1226,458,1008,1499,884,695
120400,2,0,0,1,0,0,1,1,0,0
54827,1,0,1,0,0,0,0,2,0,0
120406,8,0,5,3,2,1,2,3,2,4
23705,1428,2844,129,129,2707,3120,15,1791,1563,1411
283143,201,37,19,28,57,135,1,102,76,13
84811,358,357,542,383,347,526,844,283,183,183
8882,463,982,829,555,724,579,1045,549,342,629
116519,0,0,0,0,0,0,2,0,0,0
337,0,6,0,0,0,0,0,0,0,1
345,0,1,0,0,0,0,0,0,0,0
335,1,8,1,1,3,2,11,1,1,6
104326055,2,1,4,2,0,7,8,2,0,2
23387,1810,626,1596,1680,753,838,1156,2334,1148,965
5049,1224,1186,1027,912,804,940,1060,787,624,511
51092,641,515,714,770,485,488,908,1079,951,488
100652768,38,9,21,39,19,15,46,10,13,15
6876,554,139,523,372,652,203,1109,2385,1662,1882
9159,679,852,1061,694,598,582,707,1011,685,670
257160,529,429,506,446,363,375,706,344,263,277
23621,2769,1900,1107,930,1674,3181,2055,1975,1387,1476
100379571,19,14,28,21,18,27,37,21,11,20
22897,790,536,682,585,581,695,1002,591,333,365
57453,61,38,90,107,8,62,55,47,42,71
486,0,0,3,1,0,0,1,0,1,0
100533181,0,0,0,0,0,0,0,0,0,0
53826,12528,7100,30963,20153,3095,7476,8389,22064,14402,7668
84000,7,7,13,16,0,6,9,5,9,2
3587,783,591,913,921,149,156,593,603,718,314
100526771,0,0,0,0,0,0,0,0,0,0
56649,0,0,0,0,0,0,1,0,0,0
6330,251,55,885,282,35,169,248,102,145,155
6327,636,3,72,70,2,115,48,389,371,13
120425,292,147,549,235,44,54,154,263,353,82
196264,133,31,75,108,14,36,87,45,36,14
10205,128,53,91,29,36,68,272,139,80,27
916,494,193,433,277,29,50,32,96,126,152
915,163,77,297,95,11,11,19,47,74,64
917,67,29,89,34,5,5,3,20,12,20
9354,1797,1539,1958,1811,1541,1845,2340,1755,1146,1593
100131626,0,0,0,0,1,4,6,2,2,1
10632,3099,3964,3216,2857,2069,3319,5942,2975,2230,3234
4297,2673,2395,2632,2274,1259,2942,3835,2126,1222,1912
101929089,0,2,4,4,1,3,2,5,4,2
143941,7,6,4,2,1,6,6,8,4,4
84866,734,1119,784,468,263,586,769,627,350,865
56912,776,719,687,658,729,533,782,821,496,582
372,5250,4623,6700,3757,4154,3594,5507,4704,2570,3648
23187,2496,1004,1540,1222,1365,3609,2378,1972,891,1006
102466719,0,0,0,0,1,0,0,0,0,0
11181,1,1,1,0,0,8,2,0,0,1
1656,3110,2626,3659,2635,1832,3365,2769,2876,1669,1971
643,4,0,0,0,3,1,1,3,17,4
283149,1313,1316,2186,1306,1333,853,2268,2122,1035,1369
100616376,0,0,0,0,0,0,0,0,0,0
7379,0,0,0,3,0,1,3,1,1,0
283150,0,0,1,3,0,0,2,0,1,0
338657,124,146,160,107,111,98,542,79,46,70
649946,3,5,6,7,3,10,21,1,1,4
6230,9621,11170,9007,8519,4427,7971,78311,8509,6267,8369
51399,809,1444,1065,779,655,1021,1918,599,522,1117
100500840,0,0,0,0,0,0,0,0,0,0
2542,309,612,428,360,239,902,1736,264,209,290
10525,2237,4216,3255,1999,2652,2188,14170,2560,1891,2039
55823,1513,1643,2148,2314,1205,1405,3478,1537,911,1424
3145,305,314,262,151,280,195,1258,258,164,276
3014,633,682,544,528,410,855,3774,579,296,356
1798,906,876,822,701,563,551,2580,753,488,599
9854,289,489,343,283,1013,290,1231,368,231,567
25988,322,313,444,341,501,351,1890,208,147,260
64137,11,14,1,0,86,26,38,4,25,107
79671,511,371,238,292,201,371,619,441,333,330
79849,0,3,0,0,1,1,8,0,2,4
283152,24,123,13,26,169,54,81,36,69,223
867,953,1545,1124,876,1534,1876,4607,1240,708,1674
4162,704,315,1246,665,538,531,4833,535,448,1799
102465453,0,0,0,0,0,0,0,0,0,1
105369590,3,2,3,2,1,4,13,2,1,1
79102,930,1059,1350,1097,966,695,3106,985,766,1198
83552,0,0,0,0,0,0,0,0,0,0
114902,0,0,0,0,0,0,0,0,0,0
9099,66,9,19,38,10,31,64,117,108,15
100499227,13,1,1,3,1,20,9,23,15,2
7070,18260,173,2485,1636,553,4260,14996,12412,9327,7478
5818,302,28,290,72,53,85,118,407,278,26
102724301,3,0,0,0,0,0,1,0,3,0
23650,2,0,1,0,0,0,1,1,0,2
220323,2871,690,1597,1514,342,547,677,1725,1650,818
25833,3,0,0,0,0,0,1,12,2,6
649133,0,0,0,0,0,0,2,0,0,0
219902,202,220,172,218,40,390,629,214,174,96
23365,4254,4562,4640,3225,4626,6489,7049,4272,2186,3464
2900,11,14,11,10,2,2,8,5,20,8
101929227,0,0,0,0,0,0,0,0,0,0
219899,945,466,580,474,451,454,863,785,570,340
7007,242,20,84,75,33,23,53,108,62,43
6309,3797,2407,1843,2431,1322,1504,1711,1648,1151,1411
6653,973,126,322,260,301,171,138,625,626,153
105369535,0,0,0,0,0,0,0,0,0,0
399959,1235,808,953,1242,384,707,4229,1003,489,1018
406911,2,0,0,0,0,0,2,0,0,0
414899,0,1,1,0,0,0,4,0,0,1
406882,0,0,0,0,0,0,0,0,0,0
406892,0,0,0,0,0,0,0,0,0,0
100189294,0,0,0,0,0,0,0,0,0,0
84959,224,149,120,190,79,159,323,86,79,51
56253,46,12,47,21,5,10,5,12,15,13
79864,221,232,228,139,157,164,138,229,119,83
390259,0,0,0,0,0,0,0,0,0,0
341056,11,10,11,19,4,10,16,11,7,3
3312,25909,66965,36769,27731,31143,46932,31317,36353,20977,28489
85391,1,3,2,5,0,4,3,0,1,2
85390,9,13,17,25,3,21,39,7,6,14
85389,3,13,10,6,1,7,27,2,4,3
79827,2762,3655,3527,2442,1424,2504,5481,3794,2371,1262
57476,1407,283,487,523,59,845,186,856,524,257
100616319,0,0,0,0,0,0,0,0,0,0
55800,18,130,73,188,1,66,137,25,14,111
7753,319,280,264,287,258,290,1207,209,140,150
390260,0,0,0,0,0,0,0,0,0,0
390261,0,0,0,0,0,0,0,0,0,0
338661,0,0,0,0,0,0,0,0,0,0
338662,0,0,0,0,0,0,0,0,0,0
219875,0,0,0,0,0,0,0,0,0,0
219874,0,0,0,0,0,0,0,0,0,0
219873,0,0,0,0,0,0,0,0,0,0
390264,0,0,0,0,0,0,0,0,0,0
219870,0,0,0,0,0,0,0,0,0,0
219869,0,0,0,0,0,0,0,0,0,0
390265,0,0,0,0,0,0,0,0,0,0
4013,824,177,668,517,208,267,264,654,409,273
26492,0,0,0,0,0,0,0,0,0,0
219865,0,0,0,0,3,0,0,0,0,1
26494,0,0,0,0,0,0,0,0,0,0
283159,0,0,0,0,0,0,0,0,0,0
283160,0,0,0,0,0,0,0,0,0,0
26595,0,0,0,0,0,0,0,0,0,0
390271,0,0,0,0,0,0,0,0,0,0
283162,0,0,0,0,0,0,0,0,0,0
26493,0,0,0,0,0,0,0,0,0,0
219858,0,0,0,0,0,0,0,0,0,0
390275,1,0,0,0,5,0,0,0,0,0
116337,0,1,0,0,2,0,5,0,0,1
84897,1248,1990,1357,1264,1494,1056,1987,1211,754,1108
54414,1129,1652,848,422,1003,1030,927,1016,601,546
53340,193,334,209,155,220,417,285,335,255,298
4900,28,475,26,35,24,171,213,19,6,17
23584,3,11,0,1,1,2,141,0,2,5
90952,299,131,108,71,98,121,207,262,218,56
101929340,0,1,2,3,0,0,6,1,3,1
79684,378,178,326,318,216,312,999,219,145,106
100507283,37,69,22,31,22,78,112,10,10,52
64221,8,45,21,35,231,87,813,18,29,28
54538,286,120,134,76,59,86,95,200,166,54
220296,0,0,0,2,0,1,6,0,0,0
641654,0,0,0,0,0,0,0,0,0,0
80071,62,52,39,48,92,126,394,25,19,35
219855,70,113,155,90,75,63,269,109,51,73
219854,369,540,451,425,372,333,884,481,278,241
103695364,4,0,0,1,0,0,6,0,1,0
63876,658,134,870,926,287,25,1047,642,458,27
9638,852,1001,1104,583,430,388,451,854,949,907
403312,5,1,1,1,1,1,0,1,1,2
9538,2232,2971,2429,2083,1452,2311,4827,2002,1441,1895
3703,2618,3609,3178,1988,2138,3137,8766,2362,1597,1913
1111,216,211,174,156,171,499,1818,94,53,74
56,3,5,4,1,18,9,25,0,2,3
160065,0,0,0,0,0,0,1,0,0,0
399967,1,0,1,2,2,2,7,0,0,0
100169851,0,0,0,0,0,1,0,0,0,0
399968,0,0,0,0,0,0,3,1,0,0
219844,111,212,168,109,140,337,680,155,56,121
83480,214,219,270,236,197,220,782,213,113,119
29118,6,1,0,8,155,16,675,0,4,17
338667,1,0,12,2,1,3,2,2,22,1
50937,539,9,282,747,235,1122,1149,1079,1039,395
105369591,1,0,0,1,0,2,7,4,2,1
84881,255,240,310,214,196,174,1193,178,133,104
79607,428,431,578,356,495,308,905,507,282,279
6734,3426,6185,9213,4853,3662,2628,8238,5497,3597,4078
55572,508,356,408,387,366,417,1574,295,236,438
114609,230,285,398,241,98,234,484,239,160,142
28960,355,278,429,278,161,308,632,250,212,200
399972,26,26,31,17,8,13,97,35,11,21
6484,326,193,616,288,107,379,1035,195,190,184
84623,2,0,8,0,0,1,9,1,0,5
101929427,0,0,0,0,0,0,0,0,0,0
100874251,0,0,0,0,0,0,0,0,0,0
100422918,0,0,0,0,0,0,0,0,0,0
283165,0,0,0,0,0,0,0,0,0,0
101929473,0,0,0,0,0,0,0,0,0,0
101929497,1,0,14,0,0,3,0,1,0,0
2113,3961,1191,4794,4119,494,1286,8063,1518,1821,1587
102466104,0,0,0,0,0,0,0,0,0,0
101929517,0,0,0,0,0,0,1,0,0,0
2313,636,549,590,519,146,344,630,494,338,345
100507392,15,15,12,8,4,6,15,17,6,65
3758,0,0,0,0,0,1,3,2,1,0
3762,67,46,57,56,49,20,74,16,22,34
219833,40,31,31,56,2,10,29,30,15,11
63970,0,1,0,1,0,0,6,1,0,0
9743,763,365,530,462,412,257,1105,604,300,198
8538,6,7,0,3,0,1,1,2,23,1
101929557,0,1,0,0,0,0,0,0,0,0
120224,6,4,9,4,4,37,17,3,4,5
4798,693,723,886,738,760,725,3055,701,379,523
56980,234,337,304,210,198,544,358,155,86,208
440072,2,0,0,0,0,3,8,0,0,2
334,14394,28391,47975,10116,25325,58566,26570,13991,8443,39378
6768,58,114,78,22,20,23,199,44,23,5
29068,648,693,538,569,530,963,1535,466,241,285
11095,23,4,2,16,1,1,1,2,1,13
170689,36,11,7,1,1,4,25,1,4,7
102466873,0,0,0,0,0,0,0,0,0,0
283171,0,0,0,0,0,0,0,0,0,0
100507431,0,0,0,0,0,0,2,0,0,0
103611081,285,195,277,207,197,187,304,297,239,225
399979,3926,3504,4586,3211,3158,2550,2437,3509,2069,2744
50863,21,0,1,2,15,0,3,1,1,723
101929653,0,0,0,0,0,0,0,0,0,0
101929637,0,0,0,0,0,0,0,0,0,0
100874281,1,0,0,0,0,0,0,0,0,0
4978,27,0,0,0,0,0,0,5,3,0
646522,0,0,0,1,0,0,0,0,0,0
219938,0,0,0,0,0,1,0,0,0,0
283174,548,11,421,559,14,141,393,376,375,145
100616119,0,0,0,0,0,0,0,0,0,0
22997,402,13,342,509,7,109,178,278,237,92
100128239,38,10,1,4,0,28,43,11,6,3
83700,4260,2685,3997,2521,1839,2201,3148,7455,3686,4453
23310,562,1003,569,419,447,828,2138,471,245,373
112936,1667,2007,2024,1169,1208,1591,3193,1642,1056,1455
29087,1356,1329,1589,1069,854,1186,2243,1153,676,1270
27034,722,402,513,434,386,488,1285,543,316,307
112937,3,2,0,0,1,3,7,0,27,0
89944,423,48,84,51,3,399,8,86,193,137
27087,130,15,18,8,1,4,1,6,27,7
283177,2,0,0,0,0,0,0,0,0,0
100288778,4,5,3,11,1,9,2,0,0,13
677784,0,0,0,0,0,0,0,0,0,0
440073,272,122,387,103,1,279,14,1138,673,173
574538,0,0,0,0,0,0,0,0,0,0
6539,6,19,3,3,4,8,8,15,3,0
101929384,0,0,0,1,0,0,0,0,0,0
6540,3,6,0,0,0,0,9,5,3,1
102723544,0,0,0,0,0,0,0,0,0,0
5927,1438,1364,1491,1104,1697,1042,1952,1392,671,772
84318,109,114,132,122,283,80,512,107,66,72
283358,118,7,12,1,12,7,1,1,1,6
4815,109,41,38,57,14,23,58,49,49,29
100049716,177,121,65,119,43,95,80,138,76,113
65125,5620,4422,4042,2732,4665,2808,4840,4408,2970,3334
5893,346,172,208,198,228,149,399,169,116,290
23085,2983,1923,1508,1437,2463,641,1927,1434,2107,1573
100292680,2,2,0,0,1,0,4,0,0,0
81029,480,5,144,383,4,6,183,222,138,61
144699,327,305,428,299,213,144,330,261,158,274
100500816,0,0,0,0,0,0,0,0,0,0
79602,1426,2150,1869,1167,1987,824,2078,1246,928,1957
93589,59,36,46,41,5,9,52,15,24,21
654429,0,0,0,1,0,0,0,0,0,0
100271702,0,0,0,0,0,0,2,0,0,0
196513,560,388,630,554,720,254,635,502,332,490
775,371,883,542,605,1323,1040,1259,299,54,1761
100874369,0,0,0,0,0,1,0,0,0,0
100874234,0,0,0,0,0,0,0,0,0,0
100874370,0,0,0,0,0,1,0,0,0,0
100874235,6,0,3,0,0,0,2,2,1,0
100652846,3,1,5,2,0,3,5,0,1,3
283440,3,1,1,1,0,1,1,1,1,2
2288,1340,3434,1242,1234,2447,1292,1902,1581,889,1442
55846,505,313,618,498,262,186,849,456,293,328
83714,66,42,55,47,28,144,161,53,54,34
100507424,1,9,2,12,4,3,21,5,2,5
101929469,10,6,3,10,8,5,15,4,3,7
2305,248,323,193,336,145,451,1504,168,57,77
83695,687,1109,674,544,703,446,1120,532,384,393
7289,595,585,887,636,554,422,1266,598,432,373
7004,51,124,161,61,40,34,248,28,24,17
10867,1856,200,1398,436,354,201,3575,749,423,73
56341,5,0,0,2,80,1,0,1,2,0
100129223,0,0,0,0,2,0,0,0,0,0
84766,130,23,87,151,8,51,90,101,48,27
57097,522,279,468,540,563,222,479,314,169,131
103752584,22,0,53,32,4,0,37,28,14,12
894,7735,58,5759,4190,83,53,3656,3625,2994,529
57103,331,429,373,288,516,187,242,507,336,233
8074,0,0,0,0,0,0,54,0,0,1
2251,0,0,0,0,0,0,0,0,0,0
57102,586,652,630,470,717,307,552,596,278,436
10635,98,140,94,109,106,108,435,56,23,66
8798,686,721,579,509,495,246,883,503,502,594
10566,30,16,36,54,20,7,39,8,18,12
4704,969,1373,1634,1055,1134,598,1402,985,754,1177
101929549,0,1,1,0,1,1,6,1,1,0
26290,39,71,26,9,60,14,139,3,52,26
3742,549,120,172,346,71,102,268,853,425,180
3736,3794,2,4,1556,18,5,1,5248,2095,69
3741,997,2,4,667,2,4,2,782,690,19
101929584,0,0,0,0,0,0,0,0,0,0
4908,345,358,374,1141,684,244,159,1197,1075,351
57101,116,65,38,126,91,11,11,199,216,92
7450,2546,1559,817,555,328,1104,839,2535,2437,499
928,535,48,844,1951,87,156,815,5345,4433,111
55200,2,0,2,0,0,1,4,4,4,2
7132,3444,2963,4748,2909,2483,1324,4063,3090,2286,1171
6337,17,159,16,53,5,717,39,73,35,394
4055,2405,2162,2692,2108,2747,793,3485,1982,1723,1421
678655,178,344,115,154,203,151,635,148,116,154
939,46,16,52,25,6,5,11,10,17,23
55080,509,1314,1147,1096,427,219,424,733,549,640
6843,104,113,208,187,96,149,306,158,79,124
51258,1414,1807,1235,985,1480,555,2999,1039,762,885
9918,1084,1789,1131,1250,846,849,6423,922,537,712
692148,2,1,3,1,1,2,12,0,0,1
2597,26153,23907,34717,19625,34760,47421,173658,34323,21242,39679
25900,770,431,1473,1125,906,397,1475,959,521,579
4839,675,672,568,527,909,285,1391,578,307,487
1108,6296,5561,5320,4071,4344,4888,9294,5358,3807,3023
677780,1,0,1,0,0,0,0,0,1,0
57121,42,44,118,44,12,28,42,82,51,28
84519,34,29,17,39,40,69,70,32,26,64
51147,477,784,826,596,373,269,1255,495,381,379
171017,1067,1106,1312,1474,1223,654,2950,920,640,829
196500,1,13,458,3,13,19,324,7,10,68
50813,1489,2554,2485,2018,1879,695,1954,1934,1355,1795
8079,3321,4194,4445,3971,3319,1490,6237,4523,3294,3427
5763,5769,9017,9454,8629,7181,3674,13329,7140,4655,4185
3902,61,135,819,235,12,50,108,1269,144,70
920,792,1236,1821,1121,269,305,1383,845,730,447
27239,366,419,1262,562,990,553,802,780,717,290
10536,2337,138,3307,1271,714,630,1127,2560,1157,923
2784,112,2,101,68,25,23,160,73,37,63
83461,128,121,106,121,54,148,490,100,49,53
8078,2200,2265,2672,1977,2247,1103,2299,1822,1295,1870
7167,4668,6821,6487,4867,10774,7457,16052,5140,3501,6269
84727,179,660,210,146,234,70,234,136,213,106
283345,42,70,78,60,35,18,43,89,74,26
171220,82,150,172,162,88,58,127,151,141,61
10233,214,264,273,179,199,159,428,147,158,204
2026,51,90,2260,1463,1434,2322,3992,619,406,1000
1822,7470,5198,10865,11470,10562,3332,5930,7660,5024,6602
113246,2232,858,2942,1702,1169,796,3876,2025,1440,1227
